928 97396 
438390 
125615 
751525 
639705 
542649 
235103 
771946 
212140 
839000 
520866 
660443 
635002 
87827 
842547 
253122 
924509 
982959 
815683 
341754 
656730 
84427 
214790 
499649 
426260 
379881 
92057 
562587 
404274 
894441 
818761 
907222 
338799 
568786 
975345 
85294 
838862 
644568 
492000 
403527 
257244 
181883 
100648 
781878 
590152 
778817 
608498 
812207 
77579 
929815 
447214 
586629 
630684 
928854 
292786 
775015 
540659 
235928 
428394 
497151 
282864 
235630 
111605 
231913 
759894 
515924 
599059 
356562 
779118 
652372 
299436 
22928 
28215 
421203 
709382 
397533 
151576 
737361 
950251 
378037 
538061 
123949 
466085 
936502 
776792 
488025 
829894 
954017 
103390 
524181 
472461 
746133 
712579 
813267 
353721 
567865 
486161 
88569 
963694 
702499 
858075 
909269 
964514 
608537 
979791 
202038 
404042 
177687 
323256 
711916 
430358 
541424 
321826 
780159 
147826 
838556 
827981 
711675 
634062 
527510 
839126 
985467 
193062 
268767 
560005 
540455 
918931 
203986 
162938 
291577 
143191 
103270 
178994 
923405 
887623 
675521 
201170 
869871 
229089 
457380 
496279 
764803 
229450 
943858 
178166 
234514 
567277 
677404 
184988 
603403 
660354 
966080 
107948 
232849 
293865 
846826 
301899 
659601 
471137 
421841 
768285 
652973 
169946 
456107 
326784 
736529 
399285 
656342 
505069 
340577 
484983 
480152 
685466 
532697 
354482 
255106 
638850 
205424 
927829 
514141 
466381 
29421 
7081 
982478 
948904 
899992 
652064 
170423 
160681 
887002 
937313 
594121 
941888 
236015 
703634 
764115 
431501 
668047 
238869 
130234 
80869 
36501 
246627 
228938 
766348 
127252 
683219 
62149 
882482 
564847 
583773 
920447 
903251 
509548 
109811 
987804 
448631 
935853 
756072 
248849 
48895 
106057 
238281 
29186 
93323 
278854 
355875 
484667 
478870 
918813 
400902 
175433 
284581 
160619 
418066 
363567 
222770 
399794 
350298 
78522 
366452 
384798 
403182 
192112 
377115 
818178 
729110 
411408 
503880 
393350 
379566 
426981 
351163 
859300 
9100 
40046 
284311 
440377 
586601 
130589 
438993 
278069 
855785 
124345 
609076 
307387 
920709 
497971 
252780 
752130 
196924 
235168 
25887 
809127 
453105 
948656 
129057 
280058 
92710 
675581 
135126 
552466 
75284 
701406 
217426 
458784 
338188 
695534 
736401 
504682 
452691 
439125 
135658 
774625 
439081 
41007 
238318 
141560 
670683 
608426 
146090 
647871 
757681 
812651 
905167 
478511 
778528 
993413 
335962 
565293 
204040 
455788 
557015 
580764 
483092 
119962 
455384 
93859 
732737 
153884 
249159 
943065 
217251 
868919 
749851 
614614 
572551 
244490 
938171 
219482 
564175 
641106 
307282 
637697 
499243 
895468 
644213 
575617 
577614 
3459 
22437 
90142 
157819 
878332 
17300 
226301 
721128 
689135 
432034 
226851 
635045 
728960 
853665 
759910 
923002 
392207 
219415 
907357 
862073 
585470 
900931 
309346 
647526 
114689 
12126 
843157 
109218 
25371 
741847 
217206 
987619 
297214 
784916 
386499 
17100 
343699 
896375 
311963 
490527 
463168 
618086 
584409 
763008 
430805 
163151 
330381 
601327 
405327 
204431 
311738 
399750 
504168 
808144 
482469 
228234 
92680 
113228 
445602 
767513 
735947 
774517 
366540 
1745 
893939 
468303 
915197 
65955 
978526 
609125 
915348 
73219 
513659 
940375 
874950 
188057 
388564 
191352 
932283 
341147 
475786 
584673 
893042 
210152 
293822 
17371 
628814 
794119 
555095 
585670 
20676 
904976 
162051 
75782 
685459 
34189 
246822 
403227 
86719 
733033 
380848 
445589 
499930 
267798 
387772 
733664 
304993 
977954 
890103 
624188 
783394 
435181 
984803 
125725 
842720 
784008 
152967 
326329 
892143 
454174 
774733 
714469 
443424 
1710 
161393 
863778 
783010 
80857 
390840 
927110 
610426 
639191 
621246 
464284 
745313 
384755 
2770 
10904 
340076 
267848 
489406 
623804 
294776 
913658 
174183 
511278 
409556 
828579 
566247 
481208 
633644 
811514 
920879 
179895 
688113 
924106 
993418 
462347 
786845 
641527 
656730 
73199 
820377 
40152 
766655 
706387 
643018 
843962 
153879 
507829 
863301 
284077 
90034 
651457 
283082 
915845 
383384 
689806 
338524 
769780 
633018 
542487 
453311 
156704 
423597 
590266 
561503 
888680 
319552 
292670 
474806 
807716 
650695 
146292 
485825 
823251 
651093 
909082 
278986 
797630 
734063 
507290 
732583 
296760 
651737 
118653 
114110 
196163 
794182 
761744 
446689 
32017 
600789 
540189 
607278 
773431 
689453 
181884 
516647 
835398 
815419 
985427 
346653 
161370 
384930 
222826 
603678 
833669 
761557 
82691 
875063 
733566 
662963 
704896 
76542 
596810 
997545 
949634 
161332 
501393 
245176 
383869 
230474 
765505 
109742 
152908 
497638 
784917 
432666 
998407 
844650 
542105 
77472 
323868 
56323 
738331 
59403 
450272 
872674 
957059 
76587 
455247 
256159 
679497 
871575 
975953 
458455 
156861 
17969 
353689 
295989 
842487 
733041 
885125 
945282 
758062 
87093 
964861 
730544 
547615 
439103 
10956 
781438 
157790 
288074 
659850 
885376 
146900 
308681 
926562 
258689 
507461 
979715 
245347 
881840 
229365 
144272 
935136 
893602 
504918 
642038 
476929 
409411 
663346 
37224 
497268 
812013 
41206 
291378 
640993 
413209 
289467 
11642 
745475 
911846 
87021 
309360 
607324 
895127 
969802 
339860 
407312 
882343 
867005 
698978 
343400 
303471 
972281 
388265 
873137 
65439 
779507 
929151 
962554 
143907 
456310 
23881 
821118 
175760 
759909 
25945 
812211 
729428 
263191 
144457 
535911 
857848 
854110 
756804 
154312 
56976 
369932 
185019 
622780 
293292 
635075 
133825 
528273 
799732 
347511 
962892 
388996 
306020 
695164 
981168 
813652 
764710 
641363 
792974 
63961 
702860 
343375 
871436 
726561 
675367 
920627 
346695 
252522 
58308 
186167 
20886 
720691 
165740 
160749 
454773 
258100 
61064 
144287 
881355 
959477 
224884 
46073 
265596 
685518 
880798 
882784 
345982 
638968 
88223 
143615 
787107 
655279 
309091 
351328 
719325 
106740 
109194 
345492 
440061 
705217 
734797 
295260 
798435 
99587 
292892 
760121 
651709 
951534 
601353 
242652 
437265 
219047 
358925 
652699 
449581 
625075 
528902 
180221 
598524 
926974 
670993 
353040 
273941 
140427 
30107 
458368 
16259 
985715 
194711 
644816 
714085 
358794 
95281 
44512 
26502 
515897 
678603 
107779 
102800 
13790 
189628 
525763 
862855 
178565 
899863 
723088 
651107 
74184 
822550 
804101 
224307 
76141 
405225 
919155 
653189 
652942 
48284 
393527 
652986 
426123 
424126 
829162 
501175 
417749 
89227 
252481 
445538 
431788 
766013 
669766 
521938 
522741 
936953 
52074 
415788 
838369 
364027 
484875 
175427 
767680 
519688 
529758 
46127 
748713 
345038 
599417 
460040 
21213 
787432 
644486 
533579 
4617 
48603 
367841 
823869 
926987 
756526 
128169 
478186 
985275 
651599 
760766 
833413 
333077 
892297 
510033 
117794 
295388 
918353 
60852 
60112 
988631 
290227 
954513 
489994 
40631 
795797 
796578 
208947 
894259 
539905 
10596 
458360 
114345 
213489 
300605 
490858 
930250 
438415 
335339 
993175 
378412 
558708 
478652 
199065 
591911 
373714 
854589 
884284 
799540 
585903 
245849 
454326 
501181 
634156 
564900 
220913 
726851 
57830 
946677 
396033 
658142 
290613 
65759 
93997 
42348 
218871 
427146 
774032 
434079 
626126 
38029 
980569 
774141 
905990 
185453 
78345 
778675 
480424 
388284 
587018 
228874 
180758 
201123 
618591 
605597 
242186 
869342 
158127 
53823 
680142 
540839 
381461 
172834 
224487 
45891 
408971 
120702 
380846 
18983 
169541 
882232 
291695 
265805 
629933 
902661 
636904 
464844 
599730 
735164 
984748 
372762 
671776 
9930 
579487 
35683 
62550 
182095 
805622 
69153 
141025 
272300 
206521 
337566 
171587 
660843 
201714 
177701 
251558 
670199 
866998 
53190 
134426 
873985 
857040 
921649 
804056 
739714 
933567 
379083 
262881 
566305 
563567 
716175 
802108 
207912 
220243 
479689 
68317 
161624 
964243 
375155 
288561 
943641 
414310 
220441 
114779 
577528 
466996 
526624 
23538 
667048 
551520 
462213 
636092 
561045 
868620 
348344 
178329 
190150 
531624 
81138 
903775 
511285 
152197 
689179 
776911 
56436 
517921 
618287 
973116 
756910 
898300 
694757 
372992 
918286 
976052 
897371 
266646 
118793 
78089 
520925 
465580 
235451 
687350 
214048 
714862 
963025 
82887 
325508 
901619 
516154 
744052 
572547 
427403 
831950 
262797 
140084 
341813 
153525 
278353 
309138 
213056 
43204 
229913 
142319 
499710 
419056 
141561 
802322 
643248 
966818 
561018 
844046 
613758 
424469 
533646 
899387 
341467 
766706 
581284 
855591 
343974 
292057 
165237 
693360 
715919 
980575 
278678 
121007 
786172 
237660 
455016 
702424 
775276 
107648 
526807 
652330 
454885 
298588 
101646 
685575 
754792 
283629 
845131 
153004 
35976 
224161 
666810 
597402 
625914 
194130 
71344 
141577 
432600 
614164 
192715 
913299 
572829 
668689 
155044 
657333 
26004 
891564 
870211 
649105 
704297 
628661 
257167 
211932 
111416 
484110 
707043 
729853 
375971 
267666 
589762 
607408 
781458 
1721 
653848 
522725 
823591 
459055 
102256 
603089 
835142 
240496 
782860 
553569 
352999 
850016 
44492 
767966 
920275 
774156 
807232 
577196 
722058 
285123 
578439 
290454 
424848 
193373 
185984 
524603 
216410 
862053 
637367 
526969 
895643 
47713 
759123 
400375 
528884 
55022 
665569 
842923 
656766 
670061 
654124 
338564 
650623 
354254 
949048 
936671 
5856 
78880 
605332 
998285 
887033 
17817 
908084 
552060 
794294 
279770 
287940 
969418 
292902 
333517 
972009 
671227 
923935 
743160 
493124 
402920 
141847 
778361 
714124 
824478 
192820 
993647 
908837 
601199 
993883 
466693 
663677 
113075 
915061 
560049 
566647 
285125 
4576 
381386 
410279 
391220 
664310 
773520 
217232 
746041 
77530 
699669 
714190 
562703 
336958 
34810 
80527 
621740 
639559 
128645 
689023 
151504 
539926 
483863 
259575 
533238 
711482 
688280 
330780 
366952 
824758 
34549 
194855 
452237 
329840 
492181 
788922 
143237 
495793 
828127 
138665 
796714 
641828 
547714 
162934 
243025 
13356 
476191 
188079 
841587 
410395 
797087 
453912 
643146 
190998 
96229 
102442 
15835 
881008 
203898 
414138 
989311 
591583 
47801 
213465 
803525 
384895 
997690 
47830 
536271 
199571 
242225 
811902 
496183 
966188 
864791 
771202 
851751 
776812 
159171 
996231 
913270 
256464 
151997 
810886 
790336 
755774 
868698 
446160 
692663 
21623 
599779 
575162 
615346 
165839 
704882 
575246 
893549 
18519 
215080 
349779 
24093 
815913 
845876 
54492 
693668 
463595 
200955 
873469 
574733 
956131 
251196 
962149 
967829 
361810 
106662 
109507 
344907 
953222 
116015 
304719 
473260 
126204 
957995 
8785 
216165 
367185 
146441 
963292 
728514 
172001 
351412 
423676 
780200 
921287 
257785 
865637 
433670 
426729 
635253 
840379 
251040 
350719 
765095 
662906 
116381 
466297 
392576 
882965 
74399 
68735 
659495 
944605 
95625 
144187 
512341 
238634 
973100 
972962 
749884 
273522 
16533 
198349 
799034 
600766 
934413 
836769 
379806 
973219 
541337 
702397 
101690 
370948 
237709 
509929 
379113 
931571 
96632 
158834 
30213 
749729 
773559 
200562 
27378 
999409 
338802 
342006 
561063 
996527 
738519 
981424 
170012 
161497 
350889 
225611 
983172 
804474 
146769 
517611 
647364 
174512 
691722 
971420 
294870 
729632 
96509 
752275 
375401 
82068 
216289 
729327 
759330 
347977 
305109 
557785 
286641 
550597 
445031 
935169 
631929 
97735 
412994 
23750 
389919 
476904 
225347 
880442 
87195 
737450 
351471 
205586 
706403 
702059 
924981 
130931 
505189 
520209 
9465 
655048 
415336 
203109 
187774 
162639 
590087 
480536 
996495 
711865 
416738 
775499 
247444 
89836 
136884 
663850 
200371 
249146 
625011 
123106 
61344 
319003 
532828 
120341 
551791 
613530 
180791 
26051 
60100 
414551 
239300 
493503 
168959 
472026 
830483 
185658 
491855 
747766 
187159 
634667 
743800 
783015 
866062 
960861 
728360 
152804 
95732 
317478 
858304 
900205 
313798 
93126 
191185 
818724 
542353 
644294 
37968 
884175 
948998 
327282 
617194 
41143 
730231 
602646 
847720 
993828 
499895 
253910 
700685 
265741 
844759 
268007 
282294 
870354 
125615 
354140 
16062 
67370 
308491 
268491 
96482 
173799 
498280 
500718 
210504 
423964 
27914 
118560 
624214 
727828 
733490 
346492 
461262 
488834 
427835 
850587 
73384 
899009 
972324 
867979 
708888 
619887 
405086 
942552 
496849 
94342 
810649 
731635 
537267 
502153 
272392 
5881 
472838 
216800 
469864 
929827 
930674 
260481 
319602 
39993 
444961 
624217 
844734 
948401 
997089 
6797 
595672 
80687 
966431 
643091 
478803 
331648 
69958 
552134 
729565 
970229 
837268 
616045 
381351 
488057 
812623 
739687 
342824 
954306 
318821 
690885 
575038 
91059 
386514 
373144 
523579 
874590 
989436 
873108 
98027 
807415 
4811 
519399 
736027 
278233 
506003 
105213 
801911 
684373 
211420 
477484 
229768 
849028 
492675 
913908 
521425 
196131 
374278 
901420 
964535 
982419 
839965 
430051 
104892 
981190 
684621 
80584 
945173 
276981 
514856 
931474 
883908 
656431 
854882 
891912 
559137 
89826 
958894 
140210 
131695 
151721 
960662 
143937 
407502 
303977 
353715 
291482 
178900 
297907 
298551 
808686 
520774 
448031 
954782 
634436 
533850 
253933 
502803 
93826 
401176 
62413 
10464 
586527 
542033 
286844 
582843 
783513 
50931 
155653 
21804 
866944 
341124 
531157 
334955 
569099 
253250 
228622 
473635 
732989 
203123 
245518 
701675 
806375 
958776 
175283 
707197 
487003 
250084 
13699 
281155 
129692 
769668 
623073 
325978 
22097 
409849 
86460 
654249 
741759 
442922 
989682 
809523 
904177 
789305 
591234 
667896 
328686 
37928 
129935 
212888 
25598 
652410 
842055 
12829 
509181 
32701 
526555 
240201 
5334 
615020 
343215 
175172 
688076 
795268 
947412 
66087 
191523 
455349 
62513 
822463 
741738 
27573 
479733 
930761 
779952 
931921 
204163 
449611 
232911 
269135 
764242 
97052 
506353 
666256 
487726 
618094 
828336 
8710 
127645 
513335 
401503 
708707 
325266 
92251 
260228 
434775 
29618 
354775 
311233 
329027 
180427 
865552 
827963 
708468 
342774 
684144 
475905 
91483 
944569 
709205 
601518 
534530 
514229 
934963 
867164 
943472 
97132 
616461 
674795 
519792 
101764 
973207 
624149 
916898 
16380 
162063 
530745 
298495 
25919 
862891 
602494 
831206 
600942 
265149 
528732 
227678 
117524 
956233 
142155 
950317 
824198 
237415 
175214 
891777 
334120 
871451 
152133 
411967 
36301 
446320 
87375 
860393 
697494 
34256 
314056 
963836 
890984 
910040 
376016 
513101 
207302 
637124 
151401 
129558 
517856 
126271 
698729 
954332 
58782 
90794 
182204 
527862 
899526 
821840 
880771 
456572 
997731 
578432 
822149 
460368 
868891 
577567 
862852 
876275 
145050 
846353 
719328 
666589 
296309 
363784 
425678 
790483 
42554 
926283 
877874 
943383 
668593 
377564 
565827 
229631 
675299 
726466 
131943 
735095 
173545 
163507 
942289 
658318 
313503 
494309 
690571 
595380 
306410 
420241 
351744 
532804 
203556 
668087 
306061 
914385 
786493 
555940 
642161 
383938 
10723 
649258 
827850 
647155 
832894 
21863 
822312 
445353 
941204 
457151 
180729 
91528 
823892 
188584 
963553 
185921 
163872 
938317 
373341 
548252 
630367 
53830 
597696 
931869 
989591 
663120 
198208 
731228 
649982 
198637 
561421 
796836 
130740 
799697 
314384 
836169 
964289 
511907 
685505 
973236 
238903 
983660 
879426 
811850 
863445 
210980 
798000 
396258 
390049 
25096 
218682 
961107 
1531 
326205 
812985 
496254 
125054 
175423 
826339 
466224 
399167 
300540 
988707 
520506 
324393 
537669 
29129 
463507 
417466 
493751 
643017 
318245 
798879 
563787 
779989 
353229 
582794 
3610 
731612 
622153 
246656 
939847 
521605 
466375 
917470 
198450 
580378 
258635 
197313 
55116 
737141 
880902 
652678 
974133 
223688 
898594 
454508 
235676 
121730 
262165 
627136 
354524 
341744 
867630 
204004 
308998 
917275 
751596 
834375 
780018 
177161 
575018 
938575 
288421 
347588 
878518 
258430 
467834 
620214 
669509 
424773 
120725 
654836 
167305 
241766 
77666 
958345 
970683 
54958 
216661 
996627 
828096 
845318 
22800 
370634 
721808 
949712 
602843 
181800 
912140 
842220 
857496 
445054 
278537 
791781 
570399 
405212 
202868 
660484 
974843 
848471 
346616 
635058 
314663 
600540 
839990 
504340 
826768 
704269 
179110 
5030 
230244 
539019 
75996 
78382 
946114 
217529 
570333 
176619 
261756 
403927 
10866 
578830 
247057 
535253 
329481 
164044 
294812 
476372 
154801 
260256 
4182 
160328 
132496 
841811 
312494 
29703 
198309 
34501 
38499 
781468 
885158 
403694 
767536 
323746 
346632 
129322 
697399 
210641 
732999 
953251 
256705 
664098 
516713 
524342 
536409 
640379 
97994 
646370 
834883 
394825 
621325 
239345 
817884 
324266 
462300 
510009 
778938 
722513 
876227 
552279 
814063 
860099 
471133 
846708 
12784 
589707 
234927 
836074 
323600 
708244 
302514 
599001 
474547 
196153 
111363 
396339 
114485 
925113 
725574 
754950 
975285 
697910 
721906 
817261 
710845 
331524 
294932 
312428 
410006 
657707 
858074 
973867 
44361 
260646 
847814 
1946 
507979 
497716 
603123 
137344 
710469 
373742 
608659 
637608 
741422 
890111 
470296 
9271 
917324 
66573 
131741 
897363 
899943 
808303 
704896 
919727 
722558 
994047 
440429 
412477 
331807 
192239 
647864 
13698 
155061 
747290 
717896 
513309 
618344 
617301 
41876 
217649 
772326 
488812 
995430 
413714 
159183 
6378 
48652 
224949 
665517 
864868 
331700 
578493 
575129 
780627 
8035 
224087 
666312 
200525 
174636 
113065 
878215 
552430 
59745 
773230 
944893 
535408 
144138 
756786 
469541 
260107 
856594 
953532 
